,Global CMP22 (vent/cor) [W/m^2],Direct sNIP [W/m^2],Azimuth Angle [degrees],Tower Dry Bulb Temp [deg C],Tower Wet Bulb Temp [deg C],Tower Dew Point Temp [deg C],Tower RH [%],Total Cloud Cover [%],Peak Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],Precipitation (Accumulated) [mm],Snow Depth [cm],Moisture,Albedo (CMP11),DATE
10730,469.534,977.905,160.17348,11.05,2.258,-10.632,18.62,8,2.45,138.5,807.01,0.0,0.33,0.0,0.2214,2000-01-08 10:50:00
10731,471.149,978.74,160.41946000000004,10.94,2.068,-10.932,18.26,10,2.95,130.4,806.937,0.0,0.381,0.0,0.2212,2000-01-08 10:51:00
10732,473.163,980.126,160.66581000000005,10.86,2.204,-10.396,19.26,10,3.45,129.4,806.883,0.0,0.457,0.0,0.2211,2000-01-08 10:52:00
10733,475.166,981.607,160.91253999999995,10.85,2.127,-10.573,18.97,10,3.2,126.1,806.878,0.0,0.422,0.0,0.2212,2000-01-08 10:53:00
10734,476.692,982.581,161.15965,10.86,2.12,-10.78,18.61,13,2.95,124.5,806.8510000000001,0.0,0.37,0.0,0.2211,2000-01-08 10:54:00
10735,476.462,979.233,161.40713,10.84,2.012,-10.988,18.29,15,2.95,113.6,806.818,0.0,0.293,0.0,0.2214,2000-01-08 10:55:00
10736,479.0630000000001,983.219,161.65498,10.8,2.142,-10.458,19.23,12,2.2,110.8,806.799,0.0,0.597,0.0,0.2208,2000-01-08 10:56:00
10737,478.889,980.484,161.9032,11.01,2.204,-10.595999999999998,18.73,10,1.7,149.1,806.784,0.0,0.452,0.0,0.2208,2000-01-08 10:57:00
10738,481.002,984.136,162.15177,11.21,2.277,-10.923,17.95,10,1.7,129.9,806.7869999999998,0.0,0.299,0.0,0.221,2000-01-08 10:58:00
10739,482.085,984.989,162.40071,11.3,2.255,-11.045,17.65,9,0.95,95.1,806.793,0.0,0.151,0.0,0.2212,2000-01-08 10:59:00
10740,482.059,983.211,162.65,11.47,2.4,-10.9,17.68,9,0.0,0.0,806.832,0.0,0.081,0.0,0.2209,2000-01-08 11:00:00
10741,481.968,981.442,162.89963,11.76,2.513,-10.987,17.21,12,0.0,0.0,806.842,0.0,0.005,0.0,0.2211,2000-01-08 11:01:00
10742,483.892,984.96,163.14962,11.98,2.56,-11.14,16.73,14,0.7,142.5,806.837,0.0,0.101,0.0,0.2208,2000-01-08 11:02:00
10743,484.827,986.148,163.39995,12.13,2.7030000000000003,-10.997,16.78,13,1.45,234.8,806.77,0.0,0.532,0.0,0.2211,2000-01-08 11:03:00
10744,484.757,983.845,163.65061,12.14,2.739,-10.661,17.28,10,1.7,149.5,806.672,0.0,0.177,0.0,0.2206,2000-01-08 11:04:00
10745,487.6230000000001,988.165,163.90161,12.23,2.802,-10.498,17.43,9,2.95,133.4,806.578,0.0,0.35,0.0,0.2209,2000-01-08 11:05:00
10746,489.247,989.219,164.15294,12.13,2.727,-10.773,17.12,9,2.7,149.3,806.513,0.0,0.225,0.0,0.2211,2000-01-08 11:06:00
10747,490.648,989.444,164.4046,11.93,2.67,-10.63,17.57,9,2.95,147.1,806.471,0.0,0.271,0.0,0.221,2000-01-08 11:07:00
10748,491.866,988.308,164.65657,11.85,2.656,-10.344,18.12,8,3.2,155.7,806.465,0.0,0.469,0.0,0.2206,2000-01-08 11:08:00
10749,492.712,987.448,164.90887,12.02,2.774,-10.126,18.27,10,2.2,173.7,806.4780000000002,0.0,0.472,0.0,0.2205,2000-01-08 11:09:00
10750,494.405,988.751,165.16147,12.19,2.832,-10.368,17.68,11,1.95,185.2,806.4780000000002,0.0,0.366,0.0,0.2207,2000-01-08 11:10:00
10751,495.4380000000001,989.358,165.41439,12.17,2.758,-10.842,16.97,12,1.95,188.6,806.4739999999998,0.0,0.18600000000000005,0.0,0.2211,2000-01-08 11:11:00
10752,496.527,990.41,165.66761,12.04,2.747,-10.353,17.88,13,1.7,161.7,806.451,0.0,0.365,0.0,0.2207,2000-01-08 11:12:00
10753,497.74,991.549,165.92113,12.24,2.938,-10.262,17.79,15,2.2,133.5,806.404,0.0,0.294,0.0,0.2206,2000-01-08 11:13:00
10754,499.142,993.412,166.17495,12.37,2.886,-10.414,17.4,15,2.7,142.6,806.3539999999998,0.0,0.324,0.0,0.2209,2000-01-08 11:14:00
10755,491.283,973.179,166.42906000000005,12.43,2.8960000000000004,-10.604,17.04,13,2.2,124.5,806.302,0.0,0.214,0.0,0.2196,2000-01-08 11:15:00
10756,494.73,984.027,166.68346,12.4,2.8280000000000003,-10.872,16.67,12,1.7,127.3,806.2669999999998,0.0,0.113,0.0,0.2206,2000-01-08 11:16:00
10757,501.283,995.667,166.93813,12.3,2.766,-11.134,16.39,12,0.7,128.6,806.245,0.0,0.222,0.0,0.22,2000-01-08 11:17:00
10758,502.164,996.452,167.19308999999996,12.42,2.901,-10.599,17.06,12,2.2,108.6,806.193,0.0,0.411,0.0,0.22,2000-01-08 11:18:00
10759,502.644,995.971,167.44831000000005,12.57,2.884,-10.916,16.42,11,1.95,157.9,806.177,0.0,0.227,0.0,0.22,2000-01-08 11:19:00
10760,503.249,995.376,167.70381,12.52,2.8560000000000003,-11.144,16.14,10,2.2,129.2,806.15,0.0,0.263,0.0,0.2205,2000-01-08 11:20:00
10761,504.119,994.906,167.95957,12.31,2.773,-11.127,16.39,9,1.95,110.7,806.125,0.0,0.318,0.0,0.2202,2000-01-08 11:21:00
10762,505.42800000000005,996.091,168.21558000000005,12.29,2.6910000000000003,-11.409,16.0,10,3.2,110.8,806.061,0.0,0.336,0.0,0.2201,2000-01-08 11:22:00
10763,506.62,987.512,168.47185,12.28,2.628,-11.472,15.92,9,2.45,119.9,806.0169999999998,0.0,0.476,0.0,0.2202,2000-01-08 11:23:00
10764,503.561,997.819,168.72836999999996,12.3,2.63,-11.57,15.76,9,3.2,126.9,805.9760000000001,0.0,0.468,0.0,0.2218,2000-01-08 11:24:00
10765,487.216,997.786,168.98513,12.26,2.69,-11.41,16.03,8,3.95,129.3,805.91,0.0,0.585,0.0,0.2302,2000-01-08 11:25:00
10766,511.328,998.096,169.24213,12.25,2.651,-11.349,16.13,14,3.7,129.9,805.8760000000002,0.0,0.5820000000000001,0.0,0.2195,2000-01-08 11:26:00
10767,511.085,995.948,169.49936,12.36,2.753,-11.247,16.16,9,3.45,135.9,805.865,0.0,0.593,0.0,0.2196,2000-01-08 11:27:00
10768,511.758,995.635,169.75682,12.41,2.765,-11.135,16.27,8,2.45,173.1,805.8439999999998,0.0,0.503,0.0,0.2196,2000-01-08 11:28:00
10769,512.931,997.33,170.01451,12.57,2.9410000000000003,-11.059,16.21,8,2.7,139.1,805.831,0.0,0.477,0.0,0.2197,2000-01-08 11:29:00
10770,513.113,997.342,170.27241,12.68,2.906,-11.194,15.9,9,2.7,183.0,805.82,0.0,0.463,0.0,0.2198,2000-01-08 11:30:00
10771,513.371,997.151,170.53053,12.79,3.057,-10.843,16.29,10,1.95,174.8,805.802,0.0,0.504,0.0,0.2196,2000-01-08 11:31:00
10772,513.279,995.613,170.78885,12.92,3.005,-11.195,15.65,10,2.2,189.5,805.794,0.0,0.35700000000000004,0.0,0.22,2000-01-08 11:32:00
10773,513.505,995.908,171.04737,12.96,3.192,-10.508,16.6,10,2.7,131.7,805.7739999999999,0.0,0.512,0.0,0.2166,2000-01-08 11:33:00
10774,514.3380000000002,997.794,171.3061,13.18,3.1860000000000004,-10.914,15.78,10,3.2,167.7,805.778,0.0,0.552,0.0,0.2201,2000-01-08 11:34:00
10775,514.9580000000002,998.586,171.56501,13.26,3.294,-10.806,15.85,8,1.7,167.1,805.755,0.0,0.468,0.0,0.2203,2000-01-08 11:35:00
10776,515.4069999999998,997.899,171.82411000000005,13.42,3.314,-11.186,15.16,10,1.45,177.2,805.702,0.0,0.314,0.0,0.2204,2000-01-08 11:36:00
10777,515.812,997.479,172.08338999999995,13.55,3.442,-10.758,15.62,10,2.45,168.2,805.6569999999998,0.0,0.433,0.0,0.2203,2000-01-08 11:37:00
10778,516.96,997.944,172.34285,13.71,3.5580000000000003,-10.742,15.48,11,3.45,153.0,805.6,0.0,0.407,0.0,0.2203,2000-01-08 11:38:00
10779,501.886,959.11,172.60248,13.58,3.4560000000000004,-10.644,15.75,11,2.7,165.6,805.567,0.0,0.405,0.0,0.2185,2000-01-08 11:39:00
10780,473.436,898.826,172.86227,13.57,3.513,-10.287,16.27,8,2.7,141.6,805.5310000000002,0.0,0.551,0.0,0.2186,2000-01-08 11:40:00
10781,482.669,917.869,173.12222,13.6,3.477,-10.523,15.9,8,2.95,160.0,805.5,0.0,0.309,0.0,0.2206,2000-01-08 11:41:00
10782,502.449,953.417,173.38232,13.41,3.42,-10.48,16.16,12,3.95,128.7,805.448,0.0,0.336,0.0,0.2188,2000-01-08 11:42:00
10783,489.654,926.146,173.64257,13.04,3.239,-10.661,16.29,10,4.2,135.1,805.431,0.0,0.401,0.0,0.2189,2000-01-08 11:43:00
10784,517.9019999999998,986.165,173.90296,12.76,3.093,-10.507,16.82,11,3.95,136.5,805.418,0.0,0.475,0.0,0.2197,2000-01-08 11:44:00
10785,503.278,953.11,174.1635,12.7,3.127,-10.373,17.09,13,3.2,134.8,805.432,0.0,0.602,0.0,0.2186,2000-01-08 11:45:00
10786,512.771,973.807,174.42416,12.7,3.092,-10.308,17.19,14,2.95,140.9,805.438,0.0,0.489,0.0,0.21899999999999997,2000-01-08 11:46:00
10787,522.158,992.392,174.68493999999995,12.76,3.153,-10.147,17.37,14,2.7,137.1,805.442,0.0,0.602,0.0,0.2189,2000-01-08 11:47:00
10788,518.244,984.914,174.94585,13.04,3.285,-10.315,16.8,15,2.7,162.3,805.408,0.0,0.468,0.0,0.21899999999999997,2000-01-08 11:48:00
10789,523.297,994.938,175.20687,13.14,3.315,-10.485,16.44,14,1.95,158.6,805.3689999999998,0.0,0.507,0.0,0.2194,2000-01-08 11:49:00
10790,522.715,993.209,175.468,13.17,3.383,-10.307,16.67,14,2.45,157.6,805.3330000000002,0.0,0.591,0.0,0.2194,2000-01-08 11:50:00
10791,518.8919999999998,983.594,175.72923,13.34,3.423,-10.277,16.53,14,3.2,148.0,805.314,0.0,0.531,0.0,0.21899999999999997,2000-01-08 11:51:00
10792,506.261,949.887,175.99056000000004,13.45,3.401,-10.499,16.09,14,2.45,141.7,805.2860000000002,0.0,0.589,0.0,0.2192,2000-01-08 11:52:00
10793,399.668,717.812,176.25198,13.49,3.4810000000000003,-10.519,16.02,8,2.45,145.4,805.268,0.0,0.4320000000000001,0.0,0.2154,2000-01-08 11:53:00
10794,426.026,766.1469999999998,176.51348000000004,13.46,3.426,-10.774,15.69,9,2.45,154.9,805.2439999999998,0.0,0.407,0.0,0.2133,2000-01-08 11:54:00
10795,469.297,860.428,176.77506,13.35,3.358,-10.642,15.99,11,1.95,156.6,805.2080000000002,0.0,0.515,0.0,0.2171,2000-01-08 11:55:00
10796,533.273,999.411,177.03672,13.38,3.402,-10.398,16.31,13,1.7,163.3,805.175,0.0,0.77,0.0,0.2197,2000-01-08 11:56:00
10797,527.899,995.7,177.29844,13.6,3.549,-10.550999999999998,15.86,12,2.45,147.5,805.163,0.0,0.36,0.0,0.2196,2000-01-08 11:57:00
10798,526.717,996.253,177.56023000000005,13.56,3.499,-10.701,15.69,11,1.7,164.8,805.1389999999999,0.0,0.431,0.0,0.2198,2000-01-08 11:58:00
10799,526.627,997.157,177.82207,13.52,3.4330000000000003,-10.567,15.92,12,2.95,140.8,805.082,0.0,0.471,0.0,0.2198,2000-01-08 11:59:00
10800,526.375,996.69,178.08396000000005,13.44,3.367,-10.633,15.91,13,3.2,129.8,805.0360000000002,0.0,0.341,0.0,0.2204,2000-01-08 12:00:00
10801,527.119,996.489,178.3459,13.24,3.327,-10.473,16.35,14,3.95,124.7,804.9580000000002,0.0,0.518,0.0,0.2202,2000-01-08 12:01:00
10802,530.094,997.44,178.60787,13.11,3.239,-10.561,16.36,14,3.7,121.3,804.946,0.0,0.5479999999999999,0.0,0.2177,2000-01-08 12:02:00
10803,528.125,992.79,178.86987,13.05,3.174,-10.626,16.33,14,2.7,127.6,804.929,0.0,0.619,0.0,0.2204,2000-01-08 12:03:00
10804,521.225,976.83,179.13191,13.22,3.3360000000000003,-10.264,16.68,12,4.45,126.6,804.8660000000001,0.0,0.627,0.0,0.2193,2000-01-08 12:04:00
10805,453.406,833.8939999999999,179.39396000000005,13.29,3.272,-10.728,15.93,10,4.2,125.8,804.842,0.0,0.487,0.0,0.218,2000-01-08 12:05:00
10806,506.505,944.766,179.65603000000004,13.2,3.379,-10.421,16.47,12,3.2,127.1,804.813,0.0,0.631,0.0,0.2184,2000-01-08 12:06:00
10807,529.828,996.038,179.9181,13.28,3.33,-10.77,15.88,13,3.2,132.5,804.7589999999999,0.0,0.674,0.0,0.2205,2000-01-08 12:07:00
10808,529.3430000000002,997.04,180.18018,13.38,3.297,-10.903,15.59,13,3.45,134.5,804.712,0.0,0.589,0.0,0.2203,2000-01-08 12:08:00
10809,528.7090000000002,997.055,180.44225,13.43,3.36,-10.64,15.91,14,3.7,128.0,804.669,0.0,0.6859999999999999,0.0,0.2203,2000-01-08 12:09:00
10810,528.914,997.992,180.70432,13.55,3.478,-10.722,15.67,15,3.95,115.3,804.6260000000002,0.0,0.6940000000000001,0.0,0.2206,2000-01-08 12:10:00
10811,529.4119999999998,998.812,180.96637,13.68,3.4930000000000003,-10.707,15.56,13,3.7,132.1,804.6460000000002,0.0,0.66,0.0,0.2207,2000-01-08 12:11:00
10812,528.4730000000002,996.79,181.2284,13.76,3.571,-10.829,15.31,12,2.95,151.9,804.659,0.0,0.585,0.0,0.2208,2000-01-08 12:12:00
10813,527.604,995.613,181.4904,13.85,3.574,-10.925999999999998,15.09,10,3.2,141.9,804.6469999999998,0.0,0.652,0.0,0.2209,2000-01-08 12:13:00
10814,527.411,996.028,181.75237,13.84,3.563,-11.037,14.95,10,3.7,119.0,804.627,0.0,0.5660000000000001,0.0,0.2213,2000-01-08 12:14:00
10815,527.702,997.143,182.0143,13.79,3.624,-10.576,15.63,10,2.7,140.6,804.63,0.0,0.6759999999999999,0.0,0.221,2000-01-08 12:15:00
10816,527.714,998.024,182.27619,13.97,3.694,-10.706,15.27,10,2.95,150.6,804.585,0.0,0.675,0.0,0.2211,2000-01-08 12:16:00
10817,527.469,998.276,182.53803,14.19,3.746,-10.754,14.99,10,3.45,159.1,804.5239999999999,0.0,0.693,0.0,0.2213,2000-01-08 12:17:00
10818,527.514,998.541,182.7998,14.32,3.792,-10.908,14.66,12,2.7,196.3,804.4689999999998,0.0,0.539,0.0,0.2216,2000-01-08 12:18:00
10819,527.498,997.691,183.06152,14.5,3.883,-11.017,14.35,14,2.95,180.8,804.455,0.0,0.4370000000000001,0.0,0.2216,2000-01-08 12:19:00
10820,527.93,997.556,183.32317,14.67,4.021,-10.579,14.76,14,3.2,159.1,804.457,0.0,0.613,0.0,0.2217,2000-01-08 12:20:00
10821,528.592,997.865,183.58475,14.79,4.085,-10.715,14.47,14,3.95,142.6,804.418,0.0,0.464,0.0,0.222,2000-01-08 12:21:00
10822,529.351,998.256,183.84624,14.72,3.938,-11.062,14.09,16,4.2,136.8,804.3860000000002,0.0,0.392,0.0,0.2223,2000-01-08 12:22:00
10823,530.056,998.178,184.10765,14.44,3.786,-11.114,14.28,17,3.45,135.0,804.3560000000001,0.0,0.44,0.0,0.2221,2000-01-08 12:23:00
10824,530.857,998.098,184.36897,14.28,3.814,-10.786,14.86,18,3.45,129.0,804.324,0.0,0.701,0.0,0.2216,2000-01-08 12:24:00
10825,531.469,997.382,184.63019,14.32,3.777,-10.923,14.64,18,3.7,138.0,804.2860000000002,0.0,0.636,0.0,0.2215,2000-01-08 12:25:00
10826,532.481,996.92,184.89131,14.41,3.863,-10.927,14.55,19,3.95,140.4,804.25,0.0,0.6829999999999999,0.0,0.2215,2000-01-08 12:26:00
10827,533.409,996.868,185.15232,14.55,3.973,-10.727,14.68,18,3.7,132.7,804.215,0.0,0.738,0.0,0.2214,2000-01-08 12:27:00
10828,534.4780000000002,997.343,185.41321,14.72,3.953,-11.237,13.87,19,4.2,129.5,804.1469999999998,0.0,0.535,0.0,0.2218,2000-01-08 12:28:00
10829,536.028,998.337,185.67398,14.61,3.908,-10.992,14.28,20,3.95,132.8,804.1339999999999,0.0,0.581,0.0,0.2218,2000-01-08 12:29:00
10830,535.913,996.358,185.93463,14.57,3.814,-11.186,14.07,20,3.45,141.5,804.135,0.0,0.54,0.0,0.2216,2000-01-08 12:30:00
10831,535.299,995.034,186.19515,14.51,3.907,-10.893,14.5,18,3.2,148.9,804.1489999999999,0.0,0.578,0.0,0.2214,2000-01-08 12:31:00
10832,534.644,995.102,186.45553,14.58,3.926,-10.774,14.59,19,3.2,139.2,804.153,0.0,0.64,0.0,0.2213,2000-01-08 12:32:00
10833,533.911,995.029,186.71577,14.69,3.956,-11.044,14.14,19,3.7,133.1,804.1339999999999,0.0,0.547,0.0,0.2218,2000-01-08 12:33:00
10834,533.188,994.326,186.97586,14.65,3.872,-11.128,14.07,18,3.45,130.9,804.137,0.0,0.5870000000000001,0.0,0.2219,2000-01-08 12:34:00
10835,532.533,993.594,187.23579,14.58,3.87,-11.33,13.88,20,3.2,138.7,804.115,0.0,0.47,0.0,0.2221,2000-01-08 12:35:00
10836,531.7909999999998,992.308,187.49556,14.54,3.889,-11.011,14.32,20,3.45,145.1,804.1210000000002,0.0,0.659,0.0,0.222,2000-01-08 12:36:00
10837,532.17,993.035,187.75517,14.57,3.907,-11.083,14.2,20,3.45,163.1,804.117,0.0,0.648,0.0,0.2221,2000-01-08 12:37:00
10838,532.2959999999998,992.427,188.01461,14.73,3.929,-11.071,14.07,22,2.95,151.9,804.096,0.0,0.6459999999999999,0.0,0.2222,2000-01-08 12:38:00
10839,533.0319999999998,991.698,188.27388,14.87,4.12,-10.58,14.57,25,2.45,144.0,804.069,0.0,0.763,0.0,0.2223,2000-01-08 12:39:00
10840,534.17,990.825,188.53296,15.18,4.228,-10.972,13.79,26,3.45,141.7,804.034,0.0,0.564,0.0,0.2227,2000-01-08 12:40:00
10841,536.4590000000002,990.372,188.79185,15.2,4.098,-11.302,13.37,28,3.7,121.9,803.9839999999998,0.0,0.596,0.0,0.2235,2000-01-08 12:41:00
10842,540.582,990.01,189.05056,15.0,4.092,-11.198,13.67,29,3.7,125.3,803.985,0.0,0.569,0.0,0.2238,2000-01-08 12:42:00
10843,516.46,914.842,189.30906,14.93,4.043,-11.257,13.66,31,2.95,139.1,803.9910000000001,0.0,0.628,0.0,0.2173,2000-01-08 12:43:00
10844,544.054,967.385,189.56736,14.97,3.999,-11.300999999999998,13.57,30,3.45,133.5,803.993,0.0,0.612,0.0,0.2214,2000-01-08 12:44:00
10845,556.071,968.187,189.82546,15.01,3.905,-11.895,12.83,37,3.45,138.2,803.987,0.0,0.542,0.0,0.2241,2000-01-08 12:45:00
10846,566.212,961.347,190.08334,14.89,3.901,-11.599,13.28,40,2.2,150.2,803.992,0.0,0.5539999999999999,0.0,0.2237,2000-01-08 12:46:00
10847,569.789,934.496,190.34099999999998,14.95,4.044,-11.056,13.89,44,3.95,132.9,803.959,0.0,0.807,0.0,0.2213,2000-01-08 12:47:00
10848,571.757,898.311,190.59844,15.19,4.141,-11.359000000000002,13.31,50,4.95,134.8,803.942,0.0,0.636,0.0,0.2202,2000-01-08 12:48:00
10849,355.48800000000006,380.676,190.85565,15.22,4.119,-11.481,13.14,50,3.45,139.1,803.942,0.0,0.443,0.0,0.2052,2000-01-08 12:49:00
10850,208.704,52.506,191.11263,15.04,3.887,-12.013,12.67,52,2.95,134.1,803.909,0.0,0.269,0.0,0.191,2000-01-08 12:50:00
10851,207.18,27.2347,191.36936,14.68,3.767,-11.833,13.18,60,4.2,137.1,803.842,0.0,0.377,0.0,0.1865,2000-01-08 12:51:00
10852,212.93400000000003,18.1647,191.62586,14.33,3.534,-12.066,13.2,66,3.45,139.3,803.814,0.0,0.358,0.0,0.1829,2000-01-08 12:52:00
10853,217.387,16.1073,191.8821,14.02,3.378,-12.122,13.4,69,3.45,140.3,803.8,0.0,0.3720000000000001,0.0,0.1802,2000-01-08 12:53:00
10854,216.78,11.7554,192.13809,13.81,3.307,-12.093,13.62,73,4.2,134.9,803.78,0.0,0.471,0.0,0.1804,2000-01-08 12:54:00
10855,255.255,93.3309,192.39383,13.71,3.2110000000000003,-12.189,13.59,74,4.2,128.2,803.779,0.0,0.447,0.0,0.1903,2000-01-08 12:55:00
10856,251.628,74.1526,192.6493,13.55,3.133,-12.167,13.76,75,3.45,134.4,803.7739999999999,0.0,0.515,0.0,0.1891,2000-01-08 12:56:00
10857,250.367,70.2163,192.9045,13.52,3.139,-12.061,13.92,76,2.7,136.4,803.773,0.0,0.496,0.0,0.1897,2000-01-08 12:57:00
10858,326.841,229.175,193.15942,13.56,3.2060000000000004,-12.184,13.73,78,2.95,143.1,803.743,0.0,0.5589999999999999,0.0,0.2037,2000-01-08 12:58:00
10859,333.505,212.039,193.41407,13.67,3.195,-12.105,13.73,79,2.95,135.6,803.73,0.0,0.657,0.0,0.1962,2000-01-08 12:59:00
10860,238.843,14.3272,193.66844,13.74,3.236,-12.464,13.23,78,2.45,143.8,803.7389999999998,0.0,0.498,0.0,0.1841,2000-01-08 13:00:00
10861,237.421,8.07602,193.92252,13.74,3.244,-12.356,13.36,81,2.45,143.4,803.735,0.0,0.482,0.0,0.183,2000-01-08 13:01:00
10862,242.724,13.0067,194.17631,13.74,3.2030000000000003,-12.397,13.31,82,2.95,131.0,803.727,0.0,0.457,0.0,0.1837,2000-01-08 13:02:00
10863,263.45,55.9036,194.4298,13.7,3.207,-12.493,13.23,83,2.95,139.6,803.7330000000002,0.0,0.418,0.0,0.1905,2000-01-08 13:03:00
10864,319.526,165.278,194.683,13.6,3.119,-12.481,13.33,83,2.45,143.3,803.735,0.0,0.514,0.0,0.1956,2000-01-08 13:04:00
10865,258.722,40.7755,194.93588,13.59,3.111,-12.489,13.33,83,2.7,134.9,803.7080000000002,0.0,0.51,0.0,0.1883,2000-01-08 13:05:00
10866,298.023,126.649,195.18846,13.59,3.035,-12.765,13.0,81,2.2,129.3,803.675,0.0,0.408,0.0,0.1972,2000-01-08 13:06:00
10867,285.467,101.937,195.44073,13.52,2.977,-13.123,12.64,80,1.7,131.7,803.672,0.0,0.455,0.0,0.1919,2000-01-08 13:07:00
10868,248.381,37.7045,195.69267,13.46,2.932,-12.968,12.87,80,1.95,120.7,803.6519999999998,0.0,0.454,0.0,0.1878,2000-01-08 13:08:00
10869,250.204,59.8504,195.9443,13.44,3.0210000000000004,-12.679,13.23,80,1.7,137.0,803.666,0.0,0.515,0.0,0.1888,2000-01-08 13:09:00
10870,235.916,43.3818,196.1956,13.47,3.1060000000000003,-12.394,13.55,78,1.7,130.7,803.658,0.0,0.502,0.0,0.1894,2000-01-08 13:10:00
10871,264.106,114.537,196.44656,13.54,3.109,-12.491,13.37,75,3.2,124.2,803.638,0.0,0.513,0.0,0.1958,2000-01-08 13:11:00
10872,212.705,13.7385,196.6972,13.53,3.0810000000000004,-12.319,13.59,75,3.7,122.6,803.615,0.0,0.422,0.0,0.1902,2000-01-08 13:12:00
10873,209.629,14.866,196.94749,13.47,3.05,-12.55,13.36,76,3.7,113.3,803.5980000000002,0.0,0.411,0.0,0.1908,2000-01-08 13:13:00
10874,219.078,36.1809,197.19744,13.39,3.057,-12.533,13.45,77,2.45,118.4,803.62,0.0,0.424,0.0,0.1925,2000-01-08 13:14:00
10875,220.347,32.1505,197.44705,13.31,3.052,-12.348,13.75,75,1.95,122.6,803.6089999999998,0.0,0.471,0.0,0.1913,2000-01-08 13:15:00
10876,227.727,41.9922,197.69631,13.3,2.853,-12.947,13.03,75,1.95,111.7,803.6010000000001,0.0,0.403,0.0,0.1913,2000-01-08 13:16:00
