,Global CMP22 (vent/cor) [W/m^2],Direct sNIP [W/m^2],Azimuth Angle [degrees],Tower Dry Bulb Temp [deg C],Tower Wet Bulb Temp [deg C],Tower Dew Point Temp [deg C],Tower RH [%],Total Cloud Cover [%],Peak Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],Precipitation (Accumulated) [mm],Snow Depth [cm],Moisture,Albedo (CMP11),DATE
10877,239.648,56.2105,197.94521,13.28,2.988,-12.612,13.45,73,1.95,116.7,803.572,0.0,0.468,0.0,0.1928,2000-01-08 13:17:00
10878,256.22,87.9013,198.19375,13.27,2.907,-12.893,13.12,74,2.45,103.4,803.544,0.0,0.426,0.0,0.1968,2000-01-08 13:18:00
10879,383.468,370.63,198.44193,13.32,3.008,-12.592,13.44,75,1.45,125.8,803.539,0.0,0.5660000000000001,0.0,0.2099,2000-01-08 13:19:00
10880,518.717,682.107,198.68975,13.49,3.185,-11.815,14.26,75,1.7,108.2,803.548,0.0,0.748,0.0,0.2153,2000-01-08 13:20:00
10881,613.29,930.831,198.9372,13.83,3.35,-11.75,14.03,72,1.2,89.0,803.574,0.0,0.63,0.0,0.2225,2000-01-08 13:21:00
10882,611.8290000000002,942.967,199.18427,14.27,3.622,-11.378,14.1,71,1.7,89.0,803.573,0.0,0.653,0.0,0.2218,2000-01-08 13:22:00
10883,549.822,825.368,199.43097,14.7,3.656,-12.844,12.01,68,1.95,76.69,803.55,0.0,0.314,0.0,0.2217,2000-01-08 13:23:00
10884,469.464,675.802,199.67729,14.98,3.729,-12.970999999999998,11.66,64,1.7,74.52,803.538,0.0,0.257,0.0,0.2273,2000-01-08 13:24:00
10885,427.955,597.7959999999998,199.92323,15.15,3.84,-13.05,11.45,61,0.95,59.56,803.508,0.0,0.275,0.0,0.2198,2000-01-08 13:25:00
10886,399.291,551.57,200.16878,15.26,3.894,-12.906,11.52,59,1.95,73.73,803.507,0.0,0.27,0.0,0.2224,2000-01-08 13:26:00
10887,392.207,543.641,200.41394,15.37,3.872,-13.128,11.21,55,1.95,87.0,803.507,0.0,0.29600000000000004,0.0,0.2231,2000-01-08 13:27:00
10888,362.319,477.14,200.65871,15.49,3.985,-12.715,11.55,52,1.95,76.34,803.51,0.0,0.233,0.0,0.2205,2000-01-08 13:28:00
10889,408.326,588.082,200.90309,15.56,3.998,-13.292,10.91,52,1.45,75.34,803.525,0.0,0.105,0.0,0.2229,2000-01-08 13:29:00
10890,385.77,524.399,201.14706,15.68,4.088,-12.812,11.31,54,0.95,79.17,803.528,0.0,0.303,0.0,0.2207,2000-01-08 13:30:00
10891,331.75699999999995,397.251,201.39063,15.81,4.042,-13.258,10.77,55,1.95,100.6,803.5160000000002,0.0,0.211,0.0,0.2191,2000-01-08 13:31:00
10892,258.707,218.942,201.6338,15.82,4.0139999999999985,-13.686,10.35,57,1.2,89.0,803.5089999999999,0.0,0.121,0.0,0.2096,2000-01-08 13:32:00
10893,211.51,105.547,201.87656,15.86,4.209,-12.890999999999998,11.1,55,1.45,113.9,803.5089999999999,0.0,0.19,0.0,0.204,2000-01-08 13:33:00
10894,187.183,41.0971,202.11891,15.71,4.0139999999999985,-13.186,10.91,59,1.45,166.6,803.5089999999999,0.0,0.1,0.0,0.1963,2000-01-08 13:34:00
10895,189.821,32.5019,202.36084,15.42,3.82,-13.48,10.82,64,1.2,151.1,803.482,0.0,0.099,0.0,0.1932,2000-01-08 13:35:00
10896,191.312,21.2509,202.60236,15.17,3.758,-13.142,11.34,67,0.95,159.6,803.4889999999998,0.0,0.141,0.0,0.1891,2000-01-08 13:36:00
10897,196.32,22.1361,202.84346,14.97,3.633,-13.567,11.05,70,0.0,0.0,803.485,0.0,0.105,0.0,0.1879,2000-01-08 13:37:00
10898,215.366,56.7102,203.08414,14.85,3.625,-13.475,11.23,72,0.0,0.0,803.471,0.0,0.141,0.0,0.1898,2000-01-08 13:38:00
10899,221.912,62.9514,203.32439,14.77,3.633,-13.167,11.61,74,0.0,0.0,803.439,0.0,0.171,0.0,0.1898,2000-01-08 13:39:00
10900,215.4,39.6335,203.56422,14.63,3.491,-13.209,11.67,74,0.0,0.0,803.416,0.0,0.171,0.0,0.1885,2000-01-08 13:40:00
10901,337.499,342.092,203.80362,14.54,3.5380000000000003,-12.562,12.45,74,0.0,0.0,803.385,0.0,0.136,0.0,0.2111,2000-01-08 13:41:00
10902,486.609,680.78,204.04258,14.51,3.631,-12.269,12.81,74,0.7,17.16,803.352,0.0,0.28,0.0,0.2178,2000-01-08 13:42:00
10903,546.21,850.3710000000002,204.28111,14.55,3.612,-12.388,12.64,72,1.7,47.44,803.315,0.0,0.42,0.0,0.2227,2000-01-08 13:43:00
10904,585.887,961.773,204.51921,14.64,3.759,-12.031,12.98,71,1.2,32.61,803.305,0.0,0.369,0.0,0.2235,2000-01-08 13:44:00
10905,563.613,942.549,204.75686,14.82,3.765,-12.135,12.71,68,1.2,24.76,803.305,0.0,0.324,0.0,0.2239,2000-01-08 13:45:00
10906,543.675,939.844,204.99407,14.99,3.771,-12.529000000000002,12.13,64,0.0,0.0,803.304,0.0,0.254,0.0,0.2248,2000-01-08 13:46:00
10907,527.689,955.734,205.23084,15.16,3.871,-12.629,11.89,61,0.95,14.4,803.288,0.0,0.185,0.0,0.2275,2000-01-08 13:47:00
10908,509.30800000000005,956.852,205.46717,15.28,4.037,-12.063,12.42,58,2.45,45.33,803.212,0.0,0.418,0.0,0.2281,2000-01-08 13:48:00
10909,494.271,962.07,205.70304,15.33,4.081,-11.719,12.77,55,2.2,26.42,803.193,0.0,0.362,0.0,0.2302,2000-01-08 13:49:00
10910,477.523,953.579,205.93847,15.34,4.1530000000000005,-11.747,12.73,54,2.7,19.5,803.201,0.0,0.322,0.0,0.2308,2000-01-08 13:50:00
10911,467.95,957.5,206.17345,15.28,4.088,-11.712,12.82,53,2.2,32.42,803.2310000000001,0.0,0.378,0.0,0.23199999999999998,2000-01-08 13:51:00
10912,460.195,958.52,206.40797,15.24,4.051,-11.949000000000002,12.58,52,2.95,23.36,803.2439999999998,0.0,0.274,0.0,0.2323,2000-01-08 13:52:00
10913,452.969,954.765,206.64203,15.12,3.999,-11.991,12.63,54,2.7,24.24,803.2410000000001,0.0,0.318,0.0,0.2326,2000-01-08 13:53:00
10914,441.107,933.402,206.87564,14.94,3.805,-12.295,12.43,53,2.7,23.85,803.186,0.0,0.393,0.0,0.2319,2000-01-08 13:54:00
10915,415.573,872.2080000000002,207.10879,14.83,3.871,-11.929,12.94,50,2.95,42.34,803.125,0.0,0.505,0.0,0.2297,2000-01-08 13:55:00
10916,350.36,717.135,207.34148,14.85,3.803,-12.297,12.5,42,2.2,37.79,803.073,0.0,0.255,0.0,0.2239,2000-01-08 13:56:00
10917,410.806,885.836,207.57371,14.8,3.708,-12.592,12.21,41,1.95,19.33,803.043,0.0,0.276,0.0,0.2328,2000-01-08 13:57:00
10918,430.661,938.347,207.80547,14.68,3.678,-12.122,12.84,42,2.95,31.55,803.013,0.0,0.458,0.0,0.2321,2000-01-08 13:58:00
10919,429.19,943.049,208.03677,14.71,3.804,-11.896,13.08,39,2.95,43.54,803.008,0.0,0.569,0.0,0.2324,2000-01-08 13:59:00
10920,429.473,948.797,208.2676,14.82,3.798,-12.292,12.53,36,2.95,45.98,803.0239999999999,0.0,0.518,0.0,0.233,2000-01-08 14:00:00
10921,427.896,948.864,208.49796,14.87,3.746,-12.354,12.42,33,2.45,48.2,803.0269999999998,0.0,0.5429999999999999,0.0,0.2331,2000-01-08 14:01:00
10922,424.615,945.672,208.72786,14.94,3.772,-12.628,12.06,31,2.45,43.09,803.0369999999998,0.0,0.456,0.0,0.2334,2000-01-08 14:02:00
10923,422.38,945.513,208.95728,14.9,3.758,-12.342,12.41,30,3.7,23.89,803.0360000000002,0.0,0.414,0.0,0.2331,2000-01-08 14:03:00
10924,420.62,946.828,209.18622,14.85,3.741,-12.359000000000002,12.43,30,2.95,25.66,803.028,0.0,0.419,0.0,0.2331,2000-01-08 14:04:00
10925,418.705,947.137,209.4147,14.83,3.638,-13.162,11.57,30,2.95,20.99,803.015,0.0,0.382,0.0,0.2332,2000-01-08 14:05:00
10926,416.084,945.901,209.6427,14.77,3.66,-12.64,12.18,30,2.2,28.48,803.0039999999998,0.0,0.469,0.0,0.2328,2000-01-08 14:06:00
10927,413.293,945.658,209.87022,14.79,3.638,-12.762,12.03,27,2.2,33.53,803.0169999999998,0.0,0.442,0.0,0.233,2000-01-08 14:07:00
10928,410.2480000000001,945.102,210.09727,14.83,3.617,-12.983,11.76,26,2.2,22.68,803.0210000000002,0.0,0.445,0.0,0.2332,2000-01-08 14:08:00
10929,407.005,943.313,210.32384,14.76,3.659,-12.931,11.87,26,2.2,22.95,803.023,0.0,0.455,0.0,0.2332,2000-01-08 14:09:00
10930,404.079,941.203,210.54993,14.67,3.607,-12.693,12.2,24,2.45,22.26,803.018,0.0,0.423,0.0,0.2333,2000-01-08 14:10:00
10931,401.869,940.677,210.77554,14.6,3.544,-13.156,11.75,22,2.95,21.49,802.988,0.0,0.399,0.0,0.2334,2000-01-08 14:11:00
10932,399.502,939.624,211.00067,14.44,3.532,-12.758,12.31,21,2.7,21.47,802.956,0.0,0.424,0.0,0.2331,2000-01-08 14:12:00
10933,397.108,938.843,211.22531,14.41,3.495,-12.505,12.62,21,2.95,29.89,802.904,0.0,0.474,0.0,0.2331,2000-01-08 14:13:00
10934,394.867,937.899,211.44948,14.43,3.525,-12.765,12.31,19,2.45,29.18,802.8860000000002,0.0,0.453,0.0,0.2332,2000-01-08 14:14:00
10935,392.568,936.709,211.67316,14.48,3.549,-12.351,12.74,17,2.7,35.52,802.8839999999999,0.0,0.468,0.0,0.2336,2000-01-08 14:15:00
10936,390.707,937.108,211.89636,14.64,3.627,-12.473,12.47,16,2.2,18.88,802.885,0.0,0.389,0.0,0.2337,2000-01-08 14:16:00
10937,387.539,933.252,212.11907,14.67,3.627,-12.373,12.56,14,2.95,28.35,802.8889999999999,0.0,0.389,0.0,0.2339,2000-01-08 14:17:00
10938,383.91,927.562,212.3413,14.65,3.768,-12.032,12.97,14,2.7,30.29,802.8939999999999,0.0,0.516,0.0,0.2344,2000-01-08 14:18:00
10939,381.815,925.784,212.56304,14.71,3.722,-12.178,12.75,13,3.2,20.49,802.916,0.0,0.43,0.0,0.2345,2000-01-08 14:19:00
10940,380.735,926.923,212.78429,14.65,3.731,-12.169,12.81,12,3.2,25.61,802.946,0.0,0.429,0.0,0.2347,2000-01-08 14:20:00
10941,378.589,926.122,213.00506,14.58,3.701,-12.099,12.95,12,2.7,35.39,802.952,0.0,0.469,0.0,0.2348,2000-01-08 14:21:00
10942,375.852,924.391,213.22534,14.59,3.702,-11.998,13.06,11,2.95,35.94,802.941,0.0,0.514,0.0,0.2353,2000-01-08 14:22:00
10943,372.776,920.558,213.44513,14.59,3.865,-11.235,13.99,9,4.45,17.74,802.91,0.0,0.4270000000000001,0.0,0.23600000000000002,2000-01-08 14:23:00
10944,370.547,918.992,213.66443,14.42,3.842,-10.958,14.5,8,3.7,26.84,802.9,0.0,0.383,0.0,0.2359,2000-01-08 14:24:00
10945,368.241,917.799,213.88325,14.22,3.704,-10.996,14.64,10,4.45,23.89,802.8660000000001,0.0,0.43,0.0,0.2357,2000-01-08 14:25:00
10946,366.036,916.766,214.10158,14.04,3.656,-10.944,14.88,11,4.45,25.52,802.829,0.0,0.505,0.0,0.2357,2000-01-08 14:26:00
10947,363.567,915.233,214.31941,14.01,3.53,-11.17,14.61,11,3.2,23.88,802.8580000000002,0.0,0.472,0.0,0.2357,2000-01-08 14:27:00
10948,360.8130000000001,912.719,214.53676,13.99,3.523,-11.377,14.36,11,3.2,19.33,802.827,0.0,0.4920000000000001,0.0,0.2354,2000-01-08 14:28:00
10949,358.654,912.136,214.75362,13.93,3.457,-11.343,14.46,12,4.2,18.73,802.797,0.0,0.532,0.0,0.2354,2000-01-08 14:29:00
10950,356.139,910.127,214.96999,13.85,3.4130000000000003,-11.587,14.22,11,4.7,17.31,802.76,0.0,0.478,0.0,0.2361,2000-01-08 14:30:00
10951,354.144,909.621,215.18587,13.75,3.337,-11.863,13.96,10,4.45,25.47,802.76,0.0,0.525,0.0,0.2365,2000-01-08 14:31:00
10952,351.478,906.888,215.40126,13.7,3.264,-11.836,14.04,10,4.95,23.54,802.7739999999999,0.0,0.505,0.0,0.2364,2000-01-08 14:32:00
10953,349.06699999999995,904.586,215.61617,13.67,3.157,-12.733,12.97,10,4.7,17.47,802.826,0.0,0.57,0.0,0.2363,2000-01-08 14:33:00
10954,346.7519999999999,902.641,215.83058,13.76,3.051,-13.349,12.19,9,2.2,321.8,802.811,0.0,0.545,0.0,0.2364,2000-01-08 14:34:00
10955,344.221,900.771,216.0445,13.93,3.059,-13.941,11.42,9,2.2,284.7,802.796,0.0,0.556,0.0,0.2372,2000-01-08 14:35:00
10956,341.671,898.684,216.25793,14.1,3.398,-12.502,12.88,9,2.45,328.1,802.773,0.0,0.483,0.0,0.2378,2000-01-08 14:36:00
10957,339.314,897.545,216.47088,14.23,3.537,-12.063,13.29,8,2.45,337.2,802.77,0.0,0.483,0.0,0.23800000000000002,2000-01-08 14:37:00
10958,337.42,897.077,216.68334,14.34,3.329,-13.470999999999998,11.61,10,1.95,311.7,802.778,0.0,0.453,0.0,0.2384,2000-01-08 14:38:00
10959,334.45,893.612,216.8953,14.45,3.379,-13.621,11.37,11,3.45,18.01,802.798,0.0,0.387,0.0,0.2388,2000-01-08 14:39:00
10960,332.81,895.4639999999998,217.10678,14.43,3.329,-13.771,11.23,10,2.2,17.5,802.847,0.0,0.459,0.0,0.2392,2000-01-08 14:40:00
10961,330.4430000000001,895.045,217.31777,14.43,3.319,-13.781,11.22,11,2.45,304.2,802.877,0.0,0.422,0.0,0.2395,2000-01-08 14:41:00
10962,327.899,893.6389999999999,217.52828,14.52,3.405,-13.795,11.14,11,0.7,296.4,802.905,0.0,0.433,0.0,0.2393,2000-01-08 14:42:00
10963,326.377,896.5210000000002,217.73829,14.69,3.505,-13.685,11.13,11,0.0,0.0,802.914,0.0,0.399,0.0,0.2394,2000-01-08 14:43:00
10964,324.033,897.2080000000002,217.94783,14.82,3.505,-14.095,10.63,12,1.45,288.1,802.926,0.0,0.335,0.0,0.2402,2000-01-08 14:44:00
10965,322.029,898.3560000000001,218.15687000000003,14.87,3.471,-14.029000000000002,10.66,11,0.95,299.5,802.8939999999999,0.0,0.41,0.0,0.2403,2000-01-08 14:45:00
10966,319.321,896.857,218.36543,15.03,3.583,-13.917,10.66,12,1.2,252.0,802.837,0.0,0.32299999999999995,0.0,0.2408,2000-01-08 14:46:00
10967,316.031,893.0830000000002,218.5735,15.14,3.658,-13.942,10.56,11,1.45,84.7,802.748,0.0,0.395,0.0,0.2411,2000-01-08 14:47:00
10968,313.188,890.5310000000002,218.78109,15.25,3.77,-13.33,11.09,11,1.95,51.34,802.7130000000002,0.0,0.441,0.0,0.2417,2000-01-08 14:48:00
10969,309.62,885.3480000000002,218.98819,15.33,3.9,-13.0,11.37,12,1.7,17.92,802.7460000000002,0.0,0.269,0.0,0.2415,2000-01-08 14:49:00
10970,307.601,884.962,219.19482,15.34,4.136,-11.764,12.71,13,2.2,278.5,802.803,0.0,0.221,0.0,0.2419,2000-01-08 14:50:00
10971,304.571,879.6310000000002,219.40095,15.21,4.063,-11.437,13.2,12,2.45,298.9,802.8489999999998,0.0,0.194,0.0,0.2425,2000-01-08 14:51:00
10972,302.363,878.068,219.60661,15.12,4.082,-11.318,13.42,11,1.45,247.8,802.846,0.0,0.209,0.0,0.2422,2000-01-08 14:52:00
10973,300.308,877.238,219.81178,15.0,3.972,-11.428,13.39,12,4.2,10.36,802.762,0.0,0.221,0.0,0.2424,2000-01-08 14:53:00
10974,297.986,875.448,220.01648,14.67,3.859,-11.241,13.91,13,4.2,20.86,802.694,0.0,0.276,0.0,0.2431,2000-01-08 14:54:00
10975,295.847,873.841,220.22069,14.31,3.747,-11.053,14.48,12,3.7,24.28,802.6310000000002,0.0,0.315,0.0,0.243,2000-01-08 14:55:00
10976,293.083,870.46,220.42443,14.06,3.547,-11.553,14.07,12,4.45,21.44,802.635,0.0,0.35700000000000004,0.0,0.243,2000-01-08 14:56:00
10977,289.663,864.678,220.62769,13.83,3.358,-11.742,14.04,9,5.2,18.3,802.6410000000002,0.0,0.436,0.0,0.2428,2000-01-08 14:57:00
10978,286.717,861.012,220.83047,13.68,3.284,-11.616,14.34,9,5.45,26.63,802.712,0.0,0.434,0.0,0.2426,2000-01-08 14:58:00
10979,284.137,858.962,221.03277000000003,13.56,3.25,-11.85,14.15,10,3.7,15.91,802.742,0.0,0.445,0.0,0.2431,2000-01-08 14:59:00
10980,281.358,856.432,221.2346,13.52,3.229,-11.871,14.16,11,3.95,20.13,802.752,0.0,0.547,0.0,0.2433,2000-01-08 15:00:00
10981,278.178,853.065,221.43595,13.56,3.259,-11.640999999999998,14.42,11,3.45,21.95,802.765,0.0,0.5489999999999999,0.0,0.2436,2000-01-08 15:01:00
10982,275.646,852.4069999999998,221.63683,13.6,3.189,-12.011,13.91,11,4.2,18.87,802.74,0.0,0.539,0.0,0.2439,2000-01-08 15:02:00
10983,273.474,852.034,221.83724,13.6,3.157,-12.043,13.87,10,4.2,18.16,802.75,0.0,0.5329999999999999,0.0,0.2441,2000-01-08 15:03:00
10984,270.833,849.937,222.03717000000003,13.57,3.207,-11.993,13.96,10,4.2,19.91,802.745,0.0,0.489,0.0,0.2445,2000-01-08 15:04:00
10985,268.074,847.7810000000002,222.23664,13.5,3.161,-12.139,13.84,10,4.45,23.23,802.743,0.0,0.527,0.0,0.245,2000-01-08 15:05:00
10986,265.414,845.905,222.43563,13.44,3.0860000000000003,-12.214,13.8,8,4.2,17.1,802.7510000000002,0.0,0.5489999999999999,0.0,0.2453,2000-01-08 15:06:00
10987,262.746,843.7560000000002,222.63416,13.44,3.134,-12.166,13.86,6,3.7,19.41,802.763,0.0,0.525,0.0,0.2451,2000-01-08 15:07:00
10988,259.818,840.529,222.83222,13.44,3.105,-12.095,13.95,7,2.7,29.64,802.7589999999999,0.0,0.525,0.0,0.2451,2000-01-08 15:08:00
10989,257.581,840.558,223.02982000000003,13.47,3.0380000000000003,-12.362,13.59,7,2.45,19.84,802.7819999999998,0.0,0.56,0.0,0.245,2000-01-08 15:09:00
10990,255.153,839.7819999999998,223.22695,13.52,3.152,-12.148,13.81,8,2.7,26.76,802.805,0.0,0.562,0.0,0.2454,2000-01-08 15:10:00
10991,252.556,838.11,223.42362000000003,13.65,3.277,-11.723,14.23,7,2.7,26.48,802.794,0.0,0.5379999999999999,0.0,0.24600000000000002,2000-01-08 15:11:00
10992,249.74400000000003,834.83,223.61982000000003,13.72,3.312,-11.688,14.21,8,2.95,15.95,802.827,0.0,0.512,0.0,0.24600000000000002,2000-01-08 15:12:00
10993,247.219,832.461,223.81556,13.75,3.302,-11.698,14.17,8,2.45,22.91,802.865,0.0,0.511,0.0,0.2464,2000-01-08 15:13:00
10994,244.741,831.17,224.01085,13.86,3.366,-11.634,14.15,8,1.95,27.3,802.91,0.0,0.485,0.0,0.2462,2000-01-08 15:14:00
10995,242.317,830.72,224.20567000000003,13.99,3.406,-11.794,13.83,8,1.95,37.12,802.937,0.0,0.456,0.0,0.2463,2000-01-08 15:15:00
10996,239.812,829.187,224.40004,14.1,3.44,-11.86,13.65,8,2.2,317.9,802.98,0.0,0.421,0.0,0.2463,2000-01-08 15:16:00
10997,237.194,826.828,224.59395,14.19,3.491,-12.209,13.15,6,2.7,268.0,803.018,0.0,0.359,0.0,0.2476,2000-01-08 15:17:00
10998,233.97,820.692,224.78741,14.13,3.534,-11.765999999999998,13.74,5,2.45,288.4,803.0319999999998,0.0,0.316,0.0,0.2482,2000-01-08 15:18:00
10999,230.59,814.404,224.98042,14.05,3.686,-10.714,15.18,7,2.7,31.13,802.977,0.0,0.305,0.0,0.2478,2000-01-08 15:19:00
11000,227.708,810.283,225.17297,13.97,3.79,-9.81,16.54,8,4.2,27.98,802.924,0.0,0.261,0.0,0.2484,2000-01-08 15:20:00
11001,224.86900000000003,806.498,225.36507000000003,13.78,3.78,-9.72,16.88,10,3.45,25.1,802.927,0.0,0.299,0.0,0.2486,2000-01-08 15:21:00
11002,222.266,804.034,225.55673,13.67,3.7,-9.8,16.88,11,2.45,30.82,803.0160000000002,0.0,0.329,0.0,0.2475,2000-01-08 15:22:00
11003,219.481,801.575,225.74794,13.66,3.651,-9.949,16.67,12,1.45,264.5,803.068,0.0,0.332,0.0,0.2468,2000-01-08 15:23:00
11004,216.834,799.7689999999999,225.9387,13.66,3.678,-9.922,16.71,14,2.2,282.5,803.105,0.0,0.34600000000000003,0.0,0.2474,2000-01-08 15:24:00
11005,213.769,795.416,226.12902000000003,13.58,3.551,-10.149,16.46,13,1.95,292.0,803.078,0.0,0.361,0.0,0.2476,2000-01-08 15:25:00
11006,211.043,792.975,226.31889,13.49,3.487,-10.113,16.61,12,2.2,30.24,802.948,0.0,0.364,0.0,0.2473,2000-01-08 15:26:00
11007,208.919,793.97,226.50833,13.45,3.5780000000000003,-9.922,16.94,12,1.7,316.4,803.003,0.0,0.394,0.0,0.2475,2000-01-08 15:27:00
11008,206.385,793.125,226.69732,13.45,3.505,-10.095,16.68,13,2.45,276.0,803.07,0.0,0.481,0.0,0.2478,2000-01-08 15:28:00
11009,203.939,792.482,226.88588,13.48,3.44,-10.36,16.26,13,2.95,279.6,803.1139999999998,0.0,0.418,0.0,0.249,2000-01-08 15:29:00
11010,201.282,790.178,227.074,13.48,3.518,-10.182,16.52,11,3.2,300.6,803.122,0.0,0.469,0.0,0.2496,2000-01-08 15:30:00
11011,197.85,782.97,227.26168,13.48,3.518,-10.182,16.52,11,1.7,9.95,803.1030000000002,0.0,0.336,0.0,0.2493,2000-01-08 15:31:00
11012,194.854,778.569,227.44893,13.43,3.537,-9.863,17.05,13,3.45,26.38,802.95,0.0,0.256,0.0,0.25,2000-01-08 15:32:00
11013,192.749,779.1039999999998,227.63575,13.23,3.505,-9.795,17.38,13,2.95,293.9,803.03,0.0,0.358,0.0,0.2489,2000-01-08 15:33:00
11014,190.385,778.721,227.82214,13.2,2.547,-14.553,11.32,11,6.2,288.1,803.0,0.0,0.6,0.0,0.2498,2000-01-08 15:34:00
11015,187.662,774.818,228.00811,13.47,2.388,-17.312,8.6,10,5.7,279.7,802.9810000000001,0.0,0.585,0.0,0.2515,2000-01-08 15:35:00
11016,184.843,770.455,228.19364,13.71,2.48,-17.32,8.46,11,5.2,274.0,802.9630000000002,0.0,0.53,0.0,0.2536,2000-01-08 15:36:00
11017,182.07,766.7810000000002,228.37875,13.83,2.545,-17.555,8.21,11,6.7,276.1,802.96,0.0,0.482,0.0,0.2559,2000-01-08 15:37:00
11018,179.009,761.716,228.56344,13.89,2.53,-17.67,8.09,8,6.45,275.7,802.953,0.0,0.443,0.0,0.2576,2000-01-08 15:38:00
11019,176.31400000000005,758.668,228.74771,13.93,2.591,-17.409000000000002,8.27,8,5.2,282.3,802.957,0.0,0.444,0.0,0.2585,2000-01-08 15:39:00
11020,173.387,754.487,228.93156,13.95,2.54,-17.46,8.22,9,6.45,272.6,802.971,0.0,0.448,0.0,0.2593,2000-01-08 15:40:00
11021,170.34900000000005,750.02,229.11498,13.98,2.557,-17.543,8.14,10,5.45,272.7,802.987,0.0,0.407,0.0,0.26,2000-01-08 15:41:00
11022,167.312,745.247,229.298,13.99,2.833,-15.867,9.52,8,3.2,297.0,803.028,0.0,0.369,0.0,0.2592,2000-01-08 15:42:00
11023,164.19099999999997,739.832,229.4806,13.94,3.1710000000000003,-13.329,12.07,6,3.7,294.7,803.092,0.0,0.262,0.0,0.2592,2000-01-08 15:43:00
11024,161.123,733.673,229.66279,13.73,3.287,-12.013,13.79,6,1.7,319.2,803.1110000000001,0.0,0.244,0.0,0.2571,2000-01-08 15:44:00
11025,157.764,726.7589999999999,229.84456,13.53,3.19,-11.81,14.23,6,2.45,16.45,803.0939999999998,0.0,0.254,0.0,0.2546,2000-01-08 15:45:00
